City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
278,erenhot,43.6475,111.9767,4.16,66,51,3.66,CN,1713735574
279,charlestown,-32.95,151.6667,18.18,93,88,1.34,AU,1713735347
280,dryden,49.7833,-92.7503,10.16,37,0,5.14,CA,1713735214
281,vung tau,10.346,107.0843,27.42,74,7,4.11,VN,1713735575
282,lompoc,34.6391,-120.4579,23.8,68,0,5.14,US,1713735575
283,olyokminsk,60.3736,120.4264,0.86,91,89,2.47,RU,1713735125
284,papao,-17.75,-149.55,25.82,71,59,0.96,PF,1713735582
285,tofol,5.3248,163.0078,28.17,81,80,7.9,FM,1713735582
286,st. john's,47.5649,-52.7093,7.04,94,100,9.77,CA,1713735442
287,ivdel',60.6911,60.4206,6.77,81,34,0.89,RU,1713735583
288,tottori,35.5,134.2333,14.04,94,75,5.14,JP,1713735422
289,rosarito,32.3333,-117.0333,25.35,75,29,3.21,MX,1713735583
290,miasskoye,55.2784,61.8905,14.37,69,96,3.9,RU,1713735583
291,richards bay,-28.783,32.0377,21.41,94,3,1.79,ZA,1713735583
292,alofi,-19.0595,-169.9187,27.94,74,75,4.12,NU,1713735119
293,la ronge,55.1001,-105.2842,14.14,14,40,3.09,CA,1713735586
294,port mathurin,-19.6833,63.4167,26.91,81,100,7.73,MU,1713735587
295,sagaing,21.8787,95.9797,29.69,41,10,3.08,MM,1713735587
296,usogorsk,63.4106,48.6872,-3.52,96,91,1.48,RU,1713735587
297,linkou,45.3,130.2833,9.19,77,100,1.46,CN,1713735587
298,saint-philippe,-21.3585,55.7679,23.39,87,7,1.9,RE,1713735587
299,kokshetau,53.2775,69.3883,15.72,83,9,2.42,KZ,1713735587
300,terekli-mekteb,44.1671,45.8698,16.96,80,100,4.44,RU,1713735588
301,samana,19.2056,-69.3369,29.12,74,20,4.12,DO,1713735589
302,sur,22.5667,59.5289,26.73,74,0,3.32,OM,1713735142
303,nar'yan-mar,67.6713,53.087,-23.83,100,46,2.24,RU,1713735589
304,stephenville,32.2207,-98.2023,18.47,45,0,3.6,US,1713735569
305,douglas,41.3,-96.167,17.75,24,0,4.63,US,1713735589
306,urengoy,65.9667,78.3667,-16.08,96,100,4.55,RU,1713735589
307,orsa,54.5153,30.4053,8.75,98,100,4.93,BY,1713735589
308,san luis de la loma,17.2706,-100.8939,29.31,50,0,4.3,MX,1713735590
309,walvis bay,-22.9575,14.5053,15.53,82,1,1.54,NA,1713735590
310,manacapuru,-3.2997,-60.6206,24.11,95,100,3.61,BR,1713735590
311,mccook,40.2019,-100.6257,16.25,32,0,4.12,US,1713735590
312,sao vicente,-23.9631,-46.3919,26.82,54,75,1.54,BR,1713735294
313,bullsbrook,-31.6667,116.0,17.07,78,54,2.23,AU,1713735590
314,international falls,48.6011,-93.411,14.1,31,0,4.12,US,1713735590
315,new norfolk,-42.7826,147.0587,10.72,90,22,1.31,AU,1713735591
316,northam,51.0333,-4.2167,7.56,84,98,2.02,GB,1713735592
317,hammerfest,70.6634,23.6821,-2.75,63,0,3.09,NO,1713735593
318,la foa,-21.7108,165.8276,23.48,89,100,1.01,NC,1713735593
319,pyapon,16.2833,95.6833,26.57,81,61,3.44,MM,1713735593
320,basco,20.4487,121.9702,28.29,74,17,10.71,PH,1713735594
321,rambha,19.5167,85.1,29.92,48,100,1.16,IN,1713735594
322,mudkhed,19.1667,77.5167,30.99,45,77,0.59,IN,1713735594
323,belonia,23.2528,91.4514,27.15,92,63,3.08,IN,1713735595
324,juan griego,11.0817,-63.9655,27.82,76,95,5.72,VE,1713735595
325,bengkulu,-3.8004,102.2655,24.85,91,98,1.62,ID,1713735595
326,luderitz,-26.6481,15.1594,18.1,67,40,3.31,NA,1713735125
327,argo,37.6333,22.7333,12.65,77,91,2.28,GR,1713735596
328,mianwali,32.5741,71.5264,22.61,49,2,2.28,PK,1713735596
329,igarka,67.4667,86.5833,-14.43,96,100,1.34,RU,1713735518
330,praia da vitoria,38.7333,-27.0667,17.14,88,75,0.35,PT,1713735596
331,holma,9.9008,13.0567,30.58,34,74,2.15,NG,1713735597
332,tallkalakh,34.6684,36.2599,13.58,90,19,1.85,SY,1713735597
333,porvoo,60.3923,25.6651,0.5,79,95,4.96,FI,1713735597
334,dod ballapur,13.2919,77.5431,26.91,48,53,2.94,IN,1713735597
335,coquimbo,-29.9533,-71.3436,18.85,72,40,3.6,CL,1713735482
336,quellon,-43.1167,-73.6167,7.71,80,100,4.53,CL,1713735598
337,isafjordur,66.0755,-23.124,1.6,81,14,5.31,IS,1713735394
338,grantsville,40.5999,-112.4644,24.82,25,0,4.12,US,1713735599
339,malvik,63.4333,10.6833,2.5,63,0,2.57,NO,1713735599
340,show low,34.2542,-110.0298,23.89,18,75,0.45,US,1713735599
341,waupaca,44.358,-89.086,14.93,31,40,5.14,US,1713735509
342,kidal,18.4411,1.4078,32.28,8,2,4.34,ML,1713735155
343,newburyport,42.8126,-70.8773,10.79,44,100,2.24,US,1713735606
344,san juan,-31.5375,-68.5364,19.33,53,77,3.9,AR,1713735307
345,mhamid,29.82,-5.72,19.22,39,63,9.93,MA,1713735608
346,zelenogorskiy,55.0333,87.0,5.86,90,100,4.97,RU,1713735611
347,necochea,-38.5473,-58.7368,13.21,51,98,4.0,AR,1713735618
348,prachuap khiri khan,12.2167,99.75,23.27,93,100,1.36,TH,1713735618
349,naze,28.3667,129.4833,21.51,94,100,2.39,JP,1713735618
350,loppi,60.7167,24.45,-1.81,84,94,4.08,FI,1713735619
351,orange walk,17.8333,-88.8333,34.19,40,0,4.44,BZ,1713735622
352,bechem,7.0903,-2.025,23.25,97,100,0.68,GH,1713735622
353,marang,5.2056,103.2059,26.95,87,100,1.14,MY,1713735622
354,kencong,-8.2833,113.3667,24.43,92,100,1.05,ID,1713735625
355,el hadjira,32.6134,5.5126,18.71,44,84,7.44,DZ,1713735632
356,ortigueira,-24.2083,-50.9494,18.46,85,3,0.65,BR,1713735634
357,antofagasta,-23.65,-70.4,21.6,80,10,2.85,CL,1713735144
358,horta,38.5333,-28.6333,15.01,75,100,2.68,PT,1713735635
359,mirny,62.5353,113.9611,-0.43,99,100,4.02,RU,1713735636
360,amahai,-3.3333,128.9167,26.52,84,86,1.1,ID,1713735636
361,vinaros,40.4703,0.4756,13.09,80,4,4.17,ES,1713735637
362,longmen,24.9597,118.0889,23.34,84,70,1.48,CN,1713735637
363,tazacorte,28.629,-17.9293,19.54,79,100,4.12,ES,1713735635
364,klyuchi,52.2667,79.1667,13.44,62,9,4.49,RU,1713735147
365,vorkuta,67.5,64.0,-22.72,96,7,4.02,RU,1713735640
366,brokopondo,4.75,-55.1667,25.99,85,100,2.54,SR,1713735640
367,illizi,26.4833,8.4667,31.89,9,98,2.49,DZ,1713735188
368,mata-utu,-13.2816,-176.1745,29.26,77,82,4.86,WF,1713735420
369,topeka,39.0483,-95.678,16.96,30,0,4.12,US,1713735644
370,bechar,31.6167,-2.2167,18.18,36,40,8.23,DZ,1713735645
371,rimouski,48.4488,-68.524,7.1,61,83,5.56,CA,1713735152
372,ust-nera,64.5667,143.2,-2.92,90,100,1.03,RU,1713735175
373,elk city,35.412,-99.4043,16.99,33,40,3.09,US,1713735111
374,karoi,-16.8099,29.6925,15.76,66,0,2.43,ZW,1713735661
375,kavaratti,10.5669,72.642,29.48,78,73,5.02,IN,1713735662
376,beloyarskiy,63.7119,66.6722,-5.0,98,93,1.34,RU,1713735173
377,luau,-10.7073,22.2247,20.76,80,83,1.67,AO,1713735662
378,vilyuchinsk,52.9306,158.4028,3.15,85,66,0.37,RU,1713735616
379,nguigmi,14.2495,13.1092,31.74,17,42,3.24,NE,1713735666
380,gamba,-2.65,10.0,25.64,93,86,3.19,GA,1713735472
381,hudson,40.7168,-74.0663,11.38,37,40,5.66,US,1713735666
382,kalabo,-14.97,22.6814,19.92,45,0,2.17,ZM,1713735667
383,krasnoarmeysk,51.0239,45.6969,15.69,80,44,3.94,RU,1713735668
384,mpongwe,-13.5091,28.155,16.21,69,0,2.03,ZM,1713735668
385,kenai,60.5544,-151.2583,9.05,49,100,4.12,US,1713735572
386,lerwick,60.1545,-1.1494,8.0,94,100,3.41,GB,1713735246
387,ngara,-2.5122,30.6558,13.64,99,62,1.16,TZ,1713735675
388,la'ie,21.6477,-157.9253,26.98,69,6,4.02,US,1713735675
389,kiruna,67.8557,20.2251,-17.49,78,96,2.57,SE,1713735676
390,borogontsy,62.6683,131.1683,0.23,79,100,4.51,RU,1713735676
391,waingapu,-9.6567,120.2641,25.85,85,87,4.32,ID,1713735677
392,wewak,-3.5534,143.6268,27.22,78,84,2.17,PG,1713735677
393,nanyang,32.9947,112.5328,14.96,77,10,0.8,CN,1713735677
394,tabou,4.423,-7.3528,27.95,82,95,3.66,CI,1713735677
395,brookings,44.3114,-96.7984,15.66,27,0,6.69,US,1713735406
396,howrah,22.5892,88.3103,32.0,70,40,3.6,IN,1713735636
397,isiro,2.7739,27.616,18.89,85,100,1.41,CD,1713735678
398,collie,-33.3667,116.15,15.47,88,100,3.34,AU,1713735678
399,rosario do sul,-30.2583,-54.9142,20.43,77,54,2.58,BR,1713735522
400,fuyu,45.1833,124.8167,14.19,48,99,6.64,CN,1713735678
401,dadeldhura,29.2984,80.5806,16.02,42,0,2.03,NP,1713735544
402,castillos,-34.1667,-53.8333,17.68,95,100,2.91,UY,1713735678
403,yurga,55.7231,84.8861,9.26,83,82,7.51,RU,1713735679
404,laguna,38.421,-121.4238,29.74,41,0,2.57,US,1713735679
405,iwaki,37.05,140.8833,14.32,77,100,2.12,JP,1713735679
406,murzuq,25.9155,13.9184,28.8,10,100,5.03,LY,1713735679
407,yinchuan,38.4681,106.2731,14.66,26,100,1.32,CN,1713735510
408,bandiagara,14.3501,-3.6104,31.47,11,10,0.64,ML,1713735691
409,santa rosalia,27.3167,-112.2833,26.47,29,80,2.2,MX,1713735691
410,lawton,34.6087,-98.3903,18.95,38,0,3.09,US,1713735411
411,bulayevo,54.9056,70.4439,11.63,65,38,4.63,KZ,1713735692
412,bryansk,53.2875,34.3806,12.85,83,72,5.44,RU,1713735638
413,nantucket,41.2835,-70.0995,9.08,66,0,7.72,US,1713735692
414,solwezi,-12.1688,26.3894,16.3,91,16,0.9,ZM,1713735693
415,san mateo del mar,16.2,-95.0,28.41,62,0,6.08,MX,1713735693
416,ishikawa,26.4233,127.8214,25.58,93,75,4.63,JP,1713735693
417,kone,-21.0595,164.8658,24.53,89,100,1.21,NC,1713735694
418,saint-joseph,-21.3667,55.6167,22.83,87,6,0.99,RE,1713735701
419,male,4.1748,73.5089,28.97,89,75,7.72,MV,1713735701
420,rikaze,29.25,88.8833,5.08,29,2,2.31,CN,1713735701
421,inarajan village,13.2736,144.7484,28.55,85,21,6.79,GU,1713735702
422,ola,59.5833,151.2833,-2.7,78,15,1.17,RU,1713735703
423,broken hill,-31.95,141.4333,14.19,46,0,3.4,AU,1713735480
424,ciudad lazaro cardenas,17.9583,-102.2,28.09,57,0,4.97,MX,1713735459
425,nikolayevsk-on-amure,53.1406,140.73,-3.77,98,99,0.89,RU,1713735710
426,guatrache,-37.6678,-63.5302,14.7,60,100,3.37,AR,1713735710
427,bhimunipatnam,17.8833,83.4333,27.68,80,99,4.86,IN,1713735125
428,kavieng,-2.5744,150.7967,29.19,69,20,3.4,PG,1713735148
429,chemin grenier,-20.4872,57.4656,24.77,88,32,2.33,MU,1713735713
430,alexandria,31.2156,29.9553,17.97,72,0,3.58,EG,1713735532
431,sealy,29.7808,-96.1572,22.66,61,17,4.02,US,1713735713
432,ciudad de armeria,18.9333,-103.9667,28.56,57,4,3.39,MX,1713735713
433,lautoka,-17.6167,177.4667,28.92,70,75,1.03,FJ,1713735714
434,kuta,-8.7233,115.1723,26.97,94,75,3.13,ID,1713735714
435,shakawe,-18.3667,21.85,19.53,38,0,2.53,BW,1713735715
436,kinablangan,7.6947,126.5503,24.66,84,90,1.54,PH,1713735175
437,kirensk,57.7853,108.1119,1.65,94,100,2.24,RU,1713735715
438,gudur,14.1333,79.85,27.46,79,100,4.54,IN,1713735715
439,newton,42.337,-71.2092,10.75,43,40,8.23,US,1713735435
440,sinabang,2.4803,96.3801,26.88,88,100,1.74,ID,1713735125
441,gadzhiyevo,69.2551,33.3362,-12.95,89,57,2.66,RU,1713735718
442,leua,48.2156,18.6071,5.83,86,100,2.69,SK,1713735719
443,gilgit,35.9221,74.3087,10.43,59,68,1.38,PK,1713735719
444,megion,61.0296,76.1136,-1.99,94,99,5.33,RU,1713735719
445,boa esperanca do sul,-21.9925,-48.3908,22.11,56,0,1.21,BR,1713735723
446,juanjui,-7.1779,-76.7314,29.84,63,100,1.15,PE,1713735536
447,balqash,46.8481,74.995,12.89,53,0,8.87,KZ,1713735723
448,alo,7.4178,6.7371,26.37,82,100,1.29,NG,1713735723
449,fisterra,42.9049,-9.2629,12.08,59,6,6.85,ES,1713735723
450,pemangkat,1.1667,108.9667,26.29,90,100,1.74,ID,1713735723
451,bamboo flat,11.7,92.7167,26.05,89,20,1.03,IN,1713735230
452,buulobarde,3.8538,45.5674,25.88,73,100,4.4,SO,1713735723
453,okhotsk,59.3833,143.3,-1.63,94,100,2.65,RU,1713735724
454,upata,8.0086,-62.3989,31.77,42,99,3.04,VE,1713735724
455,zambezi,-13.5432,23.1047,19.1,63,2,1.82,ZM,1713735724
456,pangai,-19.8,-174.35,29.06,65,75,5.14,TO,1713735724
457,toamasina,-18.1667,49.3833,24.0,100,75,0.0,MG,1713735724
458,zhezqazghan,47.7833,67.7667,15.93,46,0,7.11,KZ,1713735724
459,pacific grove,36.6177,-121.9166,24.75,73,0,4.63,US,1713735725
460,boguchany,58.3814,97.4531,-1.75,91,98,1.34,RU,1713735725
461,medicine hat,50.0501,-110.6683,16.55,27,75,12.35,CA,1713735603
462,yelizovo,53.1873,158.3805,3.08,65,40,4.0,RU,1713735725
463,tvoroyri,61.5556,-6.8111,8.16,96,100,6.95,FO,1713735725
464,oriximina,-1.7656,-55.8661,23.45,96,100,1.73,BR,1713735725
465,gargalianoi,37.0667,21.6333,14.64,81,100,0.82,GR,1713735725
466,al mijlad,11.0333,27.7333,33.75,35,54,6.68,SD,1713735726
467,pendleton,45.6721,-118.7886,16.13,34,0,2.68,US,1713735726
468,sabzevar,36.2126,57.6819,20.04,24,1,1.65,IR,1713735726
469,prince george,53.9166,-122.753,13.49,51,75,11.83,CA,1713735246
470,kawm umbu,24.4767,32.9463,26.53,18,0,3.82,EG,1713735726
471,dickinson,29.4608,-95.0513,22.87,60,0,8.23,US,1713735729
472,solnechnyy,50.7214,136.6319,-1.09,71,57,3.28,RU,1713735731
473,kisangani,0.5167,25.2,22.52,77,90,1.34,CD,1713735195
474,ubari,26.5921,12.7805,29.2,10,100,6.22,LY,1713735248
475,wattegama,6.7989,81.4808,24.94,93,54,0.9,LK,1713735733
476,ndele,8.4109,20.6473,27.59,46,77,1.3,CF,1713735722
477,forrest city,35.0081,-90.7898,16.36,43,23,5.2,US,1713735628
478,miles city,46.4083,-105.8406,20.54,19,0,4.63,US,1713735734
479,labrador city,52.9463,-66.9114,-0.05,43,40,3.09,CA,1713735202
480,saint-paul,-21.0096,55.2707,25.05,87,20,0.46,RE,1713735737
481,port augusta,-32.5,137.7667,13.89,42,0,0.72,AU,1713735737
482,sarkand,45.41,79.9186,14.16,39,0,2.34,KZ,1713735737
483,taulaga,-11.0553,-171.0883,29.91,74,25,5.74,AS,1713735737
484,whangarei,-35.7317,174.3239,17.93,68,70,3.96,NZ,1713735617
485,greenville,35.6127,-77.3663,11.18,97,100,3.6,US,1713735608
486,kopong,-24.4833,25.8833,20.13,60,0,2.06,BW,1713735738
487,lospalos,-8.5186,127.0025,21.83,88,100,2.51,TL,1713735738
488,maxixe,-23.8597,35.3472,20.93,78,0,2.24,MZ,1713735738
489,maintirano,-18.0667,44.0167,25.17,77,0,4.53,MG,1713735738
490,opuwo,-18.0607,13.84,22.56,28,0,2.34,NA,1713735738
491,thanh hoa,19.8,105.7667,25.92,92,100,2.64,VN,1713735738
492,wynyard,-41.0,145.7167,11.29,83,63,2.27,AU,1713735739
493,port moresby,-9.4431,147.1797,26.68,89,20,1.54,PG,1713735136
494,dauphin,51.1494,-100.0502,15.08,29,0,4.12,CA,1713735739
495,liwale,-9.7667,37.9333,20.4,94,57,1.44,TZ,1713735739
496,greymouth,-42.4667,171.2,13.4,83,53,4.97,NZ,1713735739
497,ornskoldsvik,63.2909,18.7153,-4.47,74,24,1.54,SE,1713735739
498,hasaki,35.7333,140.8333,14.22,78,100,2.92,JP,1713735739
499,mafinga,-7.25,35.0667,21.45,74,97,1.38,TZ,1713735739
500,gamay,12.3854,125.2979,25.04,96,70,1.64,PH,1713735740
501,twon-brass,4.3151,6.2418,28.84,80,51,2.57,NG,1713735740
502,comendador,18.8775,-71.7028,27.63,59,58,1.78,DO,1713735740
503,maua,-23.6678,-46.4614,23.89,80,0,1.53,BR,1713735301
504,gambela,8.25,34.5833,25.65,70,91,0.65,ET,1713735740
505,yarm,54.5036,-1.3579,6.35,80,40,1.54,GB,1713735740
506,manokwari,-0.8667,134.0833,26.47,79,18,1.18,ID,1713735740
507,macapa,0.0389,-51.0664,25.99,94,40,1.03,BR,1713735722
508,sirte,31.2089,16.5887,29.23,16,95,9.61,LY,1713735169
509,fort bragg,35.139,-79.006,12.08,90,100,3.6,US,1713734931
510,mitu,1.1983,-70.1733,25.08,94,93,1.41,CO,1713735682
511,korla,41.7597,86.1469,18.41,29,5,4.71,CN,1713735741
512,fortuna,40.5982,-124.1573,17.74,62,0,6.69,US,1713735741
513,borgarnes,64.5383,-21.9206,5.03,88,29,2.44,IS,1713735741
514,kailua-kona,19.6406,-155.9956,26.98,81,40,3.6,US,1713735742
515,huazhou,21.6333,110.5833,24.05,95,68,4.15,CN,1713735742
516,recco,44.3623,9.1435,10.24,86,100,4.98,IT,1713735742
517,naja' hammadi,26.0495,32.2414,23.56,14,0,2.57,EG,1713735742
518,soe,-9.8607,124.284,17.83,96,93,1.85,ID,1713735742
519,mogadishu,2.0371,45.3438,26.61,78,100,4.32,SO,1713735742
520,gaiman,-43.2897,-65.4929,10.9,43,100,2.33,AR,1713735742
521,morehead city,34.7229,-76.726,14.0,88,100,6.17,US,1713735743
522,lazaro cardenas,17.9583,-102.2,28.09,57,0,4.97,MX,1713735459
523,fort st. john,56.2499,-120.8529,14.94,21,75,10.29,CA,1713735743
524,portland,45.5234,-122.6762,17.58,44,75,1.79,US,1713735590
525,ilhabela,-23.7781,-45.3581,20.93,88,4,3.17,BR,1713735743
526,tidjikja,18.5564,-11.4271,30.69,12,1,3.51,MR,1713735743
527,virrat,62.2476,23.78,-5.93,78,18,1.88,FI,1713735744
528,hengchun,22.0042,120.7439,27.01,80,34,3.05,TW,1713735744
529,as sulayyil,20.4607,45.5779,28.14,13,6,4.28,SA,1713735745
530,karakol,42.4907,78.3936,9.73,44,0,1.65,KG,1713735745
531,dolores,-36.3132,-57.6792,14.79,54,100,6.36,AR,1713735655
532,roslavl',53.9528,32.8639,11.88,89,82,5.71,RU,1713735745
533,puerto leguizamo,-0.1934,-74.7819,26.68,93,98,0.24,CO,1713735567
534,kutum,14.2,24.6667,27.14,14,1,4.7,SD,1713735748
535,adelaide,-34.9333,138.6,13.93,62,0,2.59,AU,1713734978
536,kot sultan,30.7737,70.9313,25.11,43,4,6.63,PK,1713735750
537,n'dalatando,-9.2978,14.9116,21.23,91,37,0.57,AO,1713735750
538,mahajanga,-15.7167,46.3167,28.01,83,20,2.06,MG,1713735750
539,barah,13.7,30.3667,29.86,13,51,4.96,SD,1713735750
540,page,36.9147,-111.4558,26.73,14,0,2.24,US,1713735751
541,develi,38.3906,35.4922,5.64,83,12,1.57,TR,1713735751
542,la mira,18.035,-102.3266,29.07,52,0,4.91,MX,1713735752
543,selfoss,63.9331,-20.9971,3.91,72,24,2.12,IS,1713735753
544,dalnerechensk,45.9339,133.7225,8.78,60,9,2.33,RU,1713735753
545,najran,17.4924,44.1277,26.36,41,92,1.37,SA,1713735753
546,ebon,4.582,168.6964,28.47,82,89,8.82,MH,1713735753
547,vallenar,-28.5708,-70.7581,18.66,46,100,2.4,CL,1713735753
548,lamesa,32.7376,-101.951,14.18,44,99,2.83,US,1713735753
549,lincoln city,44.9582,-124.0179,15.89,77,50,4.47,US,1713735756
550,kaohsiung,22.6163,120.3133,27.97,84,40,2.57,TW,1713735544
551,la paz,-16.5,-68.15,17.99,36,75,2.57,BO,1713735567
552,luang prabang,19.8856,102.1347,22.3,44,21,0.6,LA,1713735757
553,quelimane,-17.8786,36.8883,24.97,88,0,1.01,MZ,1713735757
554,bani walid,31.7566,13.9942,16.67,81,97,7.1,LY,1713735757
555,fort william,56.8165,-5.1121,7.95,82,100,1.21,GB,1713735714
556,qarauyl,48.9451,79.255,8.66,71,0,3.41,KZ,1713735758
557,artova,40.1158,36.3001,9.3,52,2,1.27,TR,1713735758
558,queenstown,-31.8976,26.8753,20.23,37,100,2.87,ZA,1713735748
559,bel ombre,-4.6167,55.4167,26.91,94,20,1.54,SC,1713735759
560,fuyang,32.9,115.8167,14.01,90,1,2.33,CN,1713735760
561,crotone,39.0851,17.1178,12.88,74,92,3.1,IT,1713735760
